猫娘,"Map065.json,events,4,name"
女,"Map065.json,events,7,pages,8,list,2,parameters,0"
「即使变成这样的身体，工作还是一样。,"Map065.json,events,7,pages,8,list,3,parameters,0"
前几天，我边工作边湿身,"Map065.json,events,7,pages,8,list,4,parameters,0"
周围的目光都集中在我身上」,"Map065.json,events,7,pages,8,list,5,parameters,0"
女,"Map065.json,events,7,pages,8,list,7,parameters,0"
「然后我以为发生了什么事,"Map065.json,events,7,pages,8,list,8,parameters,0"
结果是自己的衣服湿了，透明了，内衣全部露出来……,"Map065.json,events,7,pages,8,list,9,parameters,0"
超级尴尬」,"Map065.json,events,7,pages,8,list,10,parameters,0"
\C[27]我非常理解那种感觉。\C[0]\!,"Map065.json,events,7,pages,8,list,13,parameters,0"
嗯嗯，她在心里点头。,"Map065.json,events,7,pages,8,list,14,parameters,0"
本来就很显眼的外表,"Map065.json,events,7,pages,8,list,15,parameters,0"
再加上衣服也很显眼，所以平时就很尴尬。,"Map065.json,events,7,pages,8,list,16,parameters,0"
女,"Map065.json,events,7,pages,8,list,18,parameters,0"
「清彦先生……对吧。,"Map065.json,events,7,pages,8,list,19,parameters,0"
你也很辛苦啊，虽然只是头发颜色不同,"Map065.json,events,7,pages,8,list,20,parameters,0"
却变成了同样的样子」,"Map065.json,events,7,pages,8,list,21,parameters,0"
女,"Map065.json,events,7,pages,8,list,23,parameters,0"
「考虑到必须一直穿着这样的衣服,"Map065.json,events,7,pages,8,list,24,parameters,0"
自己的衣服透明了，只是小问题。,"Map065.json,events,7,pages,8,list,25,parameters,0"
谢谢，感觉好多了」,"Map065.json,events,7,pages,8,list,26,parameters,0"
\C[27]清彦,"Map065.json,events,7,pages,8,list,29,parameters,0"
「那就好……」,"Map065.json,events,7,pages,8,list,30,parameters,0"
感觉好了就好。,"Map065.json,events,7,pages,8,list,32,parameters,0"
不过，为什么魅魔要开始穿这样的衣服,"Map065.json,events,7,pages,8,list,33,parameters,0"
我想问问那个水晶的制造者（？）。,"Map065.json,events,7,pages,8,list,34,parameters,0"
是否再次观看事件？,"Map065.json,events,7,pages,9,list,1,parameters,0"
是,"Map065.json,events,7,pages,9,list,2,parameters,0,0"
否,"Map065.json,events,7,pages,9,list,2,parameters,0,1"
是,"Map065.json,events,7,pages,9,list,3,parameters,1"
女,"Map065.json,events,7,pages,9,list,6,parameters,0"
「即使变成这样的身体，工作还是一样。,"Map065.json,events,7,pages,9,list,7,parameters,0"
前几天，我边工作边湿身,"Map065.json,events,7,pages,9,list,8,parameters,0"
周围的目光都集中在我身上」,"Map065.json,events,7,pages,9,list,9,parameters,0"
女,"Map065.json,events,7,pages,9,list,11,parameters,0"
「然后我以为发生了什么事,"Map065.json,events,7,pages,9,list,12,parameters,0"
结果是自己的衣服湿了，透明了，内衣全部露出来……,"Map065.json,events,7,pages,9,list,13,parameters,0"
超级尴尬」,"Map065.json,events,7,pages,9,list,14,parameters,0"
\C[27]我非常理解那种感觉。\C[0]\!,"Map065.json,events,7,pages,9,list,17,parameters,0"
嗯嗯，她在心里点头。,"Map065.json,events,7,pages,9,list,18,parameters,0"
本来就很显眼的外表,"Map065.json,events,7,pages,9,list,19,parameters,0"
再加上衣服也很显眼，所以平时就很尴尬。,"Map065.json,events,7,pages,9,list,20,parameters,0"
女,"Map065.json,events,7,pages,9,list,22,parameters,0"
「清彦先生……对吧。,"Map065.json,events,7,pages,9,list,23,parameters,0"
你也很辛苦啊，虽然只是头发颜色不同,"Map065.json,events,7,pages,9,list,24,parameters,0"
却变成了同样的样子」,"Map065.json,events,7,pages,9,list,25,parameters,0"
女,"Map065.json,events,7,pages,9,list,27,parameters,0"
「考虑到必须一直穿着这样的衣服,"Map065.json,events,7,pages,9,list,28,parameters,0"
自己的衣服透明了，只是小问题。,"Map065.json,events,7,pages,9,list,29,parameters,0"
谢谢，感觉好多了」,"Map065.json,events,7,pages,9,list,30,parameters,0"
\C[27]清彦,"Map065.json,events,7,pages,9,list,33,parameters,0"
「那就好……」,"Map065.json,events,7,pages,9,list,34,parameters,0"
感觉好了就好。,"Map065.json,events,7,pages,9,list,36,parameters,0"
不过，为什么魅魔要开始穿这样的衣服,"Map065.json,events,7,pages,9,list,37,parameters,0"
我想问问那个水晶的制造者（？）。,"Map065.json,events,7,pages,9,list,38,parameters,0"
否,"Map065.json,events,7,pages,9,list,40,parameters,1"
女,"Map065.json,events,7,pages,10,list,2,parameters,0"
「即使变成这样的身体，工作还是一样。,"Map065.json,events,7,pages,10,list,3,parameters,0"
前几天，我边工作边湿身,"Map065.json,events,7,pages,10,list,4,parameters,0"
周围的目光都集中在我身上」,"Map065.json,events,7,pages,10,list,5,parameters,0"
女,"Map065.json,events,7,pages,10,list,7,parameters,0"
「然后我以为发生了什么事,"Map065.json,events,7,pages,10,list,8,parameters,0"
结果是自己的衣服湿了，透明了，内衣全部露出来……,"Map065.json,events,7,pages,10,list,9,parameters,0"
超级尴尬」,"Map065.json,events,7,pages,10,list,10,parameters,0"
\C[27]我非常理解那种感觉。\C[0]\!她在心里点头。,"Map065.json,events,7,pages,10,list,13,parameters,0"
因为要穿这种接近痴女的衣服,"Map065.json,events,7,pages,10,list,14,parameters,0"
虽然因为是孩子所以没有太引人注目,"Map065.json,events,7,pages,10,list,15,parameters,0"
但还是很尴尬。,"Map065.json,events,7,pages,10,list,16,parameters,0"
女,"Map065.json,events,7,pages,10,list,18,parameters,0"
「清彦……吧。,"Map065.json,events,7,pages,10,list,19,parameters,0"
你也很辛苦啊，变成孩子,"Map065.json,events,7,pages,10,list,20,parameters,0"
只有身体变成魅魔，衣服还是一样」,"Map065.json,events,7,pages,10,list,21,parameters,0"
女,"Map065.json,events,7,pages,10,list,23,parameters,0"
「考虑到必须一直穿着这样的衣服,"Map065.json,events,7,pages,10,list,24,parameters,0"
自己的衣服透明了，只是小问题。,"Map065.json,events,7,pages,10,list,25,parameters,0"
谢谢，感觉好多了」,"Map065.json,events,7,pages,10,list,26,parameters,0"
\C[27]清彦,"Map065.json,events,7,pages,10,list,29,parameters,0"
「那就好……」,"Map065.json,events,7,pages,10,list,30,parameters,0"
感觉好了就好。,"Map065.json,events,7,pages,10,list,32,parameters,0"
不过，为什么要穿这样的衣服,"Map065.json,events,7,pages,10,list,33,parameters,0"
我想问问那个水晶的制造者（？）。,"Map065.json,events,7,pages,10,list,34,parameters,0"
是否再次观看事件？,"Map065.json,events,7,pages,11,list,1,parameters,0"
是,"Map065.json,events,7,pages,11,list,2,parameters,0,0"
否,"Map065.json,events,7,pages,11,list,2,parameters,0,1"
是,"Map065.json,events,7,pages,11,list,3,parameters,1"
女,"Map065.json,events,7,pages,11,list,6,parameters,0"
「即使变成这样的身体，工作还是一样。,"Map065.json,events,7,pages,11,list,7,parameters,0"
前几天，我边工作边湿身,"Map065.json,events,7,pages,11,list,8,parameters,0"
周围的目光都集中在我身上」,"Map065.json,events,7,pages,11,list,9,parameters,0"
女,"Map065.json,events,7,pages,11,list,11,parameters,0"
「然后我以为发生了什么事,"Map065.json,events,7,pages,11,list,12,parameters,0"
结果是自己的衣服湿了，透明了，内衣全部露出来……,"Map065.json,events,7,pages,11,list,13,parameters,0"
超级尴尬」,"Map065.json,events,7,pages,11,list,14,parameters,0"
\C[27]我非常理解那种感觉。\C[0]\!她在心里点头。,"Map065.json,events,7,pages,11,list,17,parameters,0"
因为要穿这种接近痴女的衣服,"Map065.json,events,7,pages,11,list,18,parameters,0"
虽然因为是孩子所以没有太引人注目,"Map065.json,events,7,pages,11,list,19,parameters,0"
但还是很尴尬。,"Map065.json,events,7,pages,11,list,20,parameters,0"
女,"Map065.json,events,7,pages,11,list,22,parameters,0"
「清彦……吧。,"Map065.json,events,7,pages,11,list,23,parameters,0"
你也很辛苦啊，变成孩子,"Map065.json,events,7,pages,11,list,24,parameters,0"
只有身体变成魅魔，衣服还是一样」,"Map065.json,events,7,pages,11,list,25,parameters,0"
女,"Map065.json,events,7,pages,11,list,27,parameters,0"
「考虑到必须一直穿着这样的衣服,"Map065.json,events,7,pages,11,list,28,parameters,0"
自己的衣服透明了，只是小问题。,"Map065.json,events,7,pages,11,list,29,parameters,0"
谢谢，感觉好多了」,"Map065.json,events,7,pages,11,list,30,parameters,0"
\C[27]清彦,"Map065.json,events,7,pages,11,list,33,parameters,0"
「那就好……」,"Map065.json,events,7,pages,11,list,34,parameters,0"
感觉好了就好。,"Map065.json,events,7,pages,11,list,36,parameters,0"
不过，为什么要穿这样的衣服,"Map065.json,events,7,pages,11,list,37,parameters,0"
我想问问那个水晶的制造者（？）。,"Map065.json,events,7,pages,11,list,38,parameters,0"
否,"Map065.json,events,7,pages,11,list,40,parameters,1"
可疑的男人,"Map065.json,events,8,name"
男,"Map065.json,events,8,pages,0,list,1,parameters,0"
「『魔物娘保护区』听起来很好。,"Map065.json,events,8,pages,0,list,2,parameters,0"
但实际上这里更像是『魔物娘奴隶市场』。,"Map065.json,events,8,pages,0,list,3,parameters,0"
虽然不能大声说出来」,"Map065.json,events,8,pages,0,list,4,parameters,0"
男,"Map065.json,events,8,pages,1,list,2,parameters,0"
「嗯？魔物娘吗。,"Map065.json,events,8,pages,1,list,3,parameters,0"
小姐，最好不要来这里」,"Map065.json,events,8,pages,1,list,4,parameters,0"
\C[27]清香,"Map065.json,events,8,pages,1,list,6,parameters,0"
「是吗？」,"Map065.json,events,8,pages,1,list,7,parameters,0"
男性,"Map065.json,events,8,pages,1,list,9,parameters,0"
「这里嘛，嗯……算是成人的场所。,"Map065.json,events,8,pages,1,list,10,parameters,0"
再过20年你再来吧」,"Map065.json,events,8,pages,1,list,11,parameters,0"
\C[27]清香,"Map065.json,events,8,pages,1,list,14,parameters,0"
「嗯……」,"Map065.json,events,8,pages,1,list,15,parameters,0"
内心是个成年男性。\!,"Map065.json,events,8,pages,1,list,17,parameters,0"
虽然想这么说，但是没人会相信。,"Map065.json,events,8,pages,1,list,18,parameters,0"
而且思考也变得像个孩子一样,"Map065.json,events,8,pages,1,list,19,parameters,0"
无法反驳他的话是事实。,"Map065.json,events,8,pages,1,list,20,parameters,0"
男,"Map065.json,events,8,pages,2,list,1,parameters,0"
「『魔物娘保护区』听起来很好。,"Map065.json,events,8,pages,2,list,2,parameters,0"
但实际上这里更像是『魔物娘奴隶市场』。,"Map065.json,events,8,pages,2,list,3,parameters,0"
虽然不能大声说出来」,"Map065.json,events,8,pages,2,list,4,parameters,0"
\C[27]清彦,"Map065.json,events,8,pages,2,list,6,parameters,0"
「（大妖狐小姐，她知道这些吗？,"Map065.json,events,8,pages,2,list,7,parameters,0"
……她说她不太会去人类居住的地方）」,"Map065.json,events,8,pages,2,list,8,parameters,0"
男,"Map065.json,events,8,pages,4,list,1,parameters,0"
「『魔物娘保护区』听起来很好。,"Map065.json,events,8,pages,4,list,2,parameters,0"
但实际上这里更像是『魔物娘奴隶市场』。,"Map065.json,events,8,pages,4,list,3,parameters,0"
虽然不能大声说出来」,"Map065.json,events,8,pages,4,list,4,parameters,0"
\C[27]清彦,"Map065.json,events,8,pages,4,list,6,parameters,0"
「（奴隶……吗。,"Map065.json,events,8,pages,4,list,7,parameters,0"
我从来没见过鹰身女妖的奴隶，她们到底在哪里？）」,"Map065.json,events,8,pages,4,list,8,parameters,0"
智力接近动物的鹰身女妖。,"Map065.json,events,8,pages,4,list,10,parameters,0"
养这样的鹰身女妖非常困难,"Map065.json,events,8,pages,4,list,11,parameters,0"
但偶尔也会出现能说话且拥有高智力的鹰身女妖。,"Map065.json,events,8,pages,4,list,12,parameters,0"
如果是那种鹰身女妖，应该很容易养。,"Map065.json,events,8,pages,4,list,13,parameters,0"
\C[27]清彦,"Map065.json,events,8,pages,4,list,15,parameters,0"
「（从这个意义上来说，现在的我符合条件……吧）」,"Map065.json,events,8,pages,4,list,16,parameters,0"
成为奴隶。也就是成为主人的听话工具。,"Map065.json,events,8,pages,4,list,18,parameters,0"
平时无论被怎么对待都不能发脾气,"Map065.json,events,8,pages,4,list,19,parameters,0"
晚上也要做各种事情。,"Map065.json,events,8,pages,4,list,20,parameters,0"
\C[27]清彦,"Map065.json,events,8,pages,4,list,23,parameters,0"
「（也许还不如被黑鹰身女妖袭击……吧）」,"Map065.json,events,8,pages,4,list,24,parameters,0"
想象自己被人类男性做各种事情，感到恶心。,"Map065.json,events,8,pages,4,list,26,parameters,0"
最好不要再想下去了。,"Map065.json,events,8,pages,4,list,27,parameters,0"
是否再次观看事件？,"Map065.json,events,8,pages,5,list,1,parameters,0"
是,"Map065.json,events,8,pages,5,list,2,parameters,0,0"
否,"Map065.json,events,8,pages,5,list,2,parameters,0,1"
是,"Map065.json,events,8,pages,5,list,3,parameters,1"
男,"Map065.json,events,8,pages,5,list,5,parameters,0"
「『魔物娘保护区』听起来很好。,"Map065.json,events,8,pages,5,list,6,parameters,0"
但实际上这里更像是『魔物娘奴隶市场』。,"Map065.json,events,8,pages,5,list,7,parameters,0"
虽然不能大声说出来」,"Map065.json,events,8,pages,5,list,8,parameters,0"
\C[27]清彦,"Map065.json,events,8,pages,5,list,10,parameters,0"
「（奴隶……吗。,"Map065.json,events,8,pages,5,list,11,parameters,0"
我从来没见过鹰身女妖的奴隶，她们到底在哪里？）」,"Map065.json,events,8,pages,5,list,12,parameters,0"
智力接近动物的鹰身女妖。,"Map065.json,events,8,pages,5,list,14,parameters,0"
养这样的鹰身女妖非常困难,"Map065.json,events,8,pages,5,list,15,parameters,0"
但偶尔也会出现能说话且拥有高智力的鹰身女妖。,"Map065.json,events,8,pages,5,list,16,parameters,0"
如果是那种鹰身女妖，应该很容易养。,"Map065.json,events,8,pages,5,list,17,parameters,0"
\C[27]清彦,"Map065.json,events,8,pages,5,list,19,parameters,0"
「（从这个意义上来说，现在的我符合条件……吧）」,"Map065.json,events,8,pages,5,list,20,parameters,0"
成为奴隶。也就是成为主人的听话工具。,"Map065.json,events,8,pages,5,list,22,parameters,0"
平时无论被怎么对待都不能发脾气,"Map065.json,events,8,pages,5,list,23,parameters,0"
晚上也要做各种事情。,"Map065.json,events,8,pages,5,list,24,parameters,0"
\C[27]清彦,"Map065.json,events,8,pages,5,list,27,parameters,0"
「（也许还不如被黑鹰身女妖袭击……吧）」,"Map065.json,events,8,pages,5,list,28,parameters,0"
想象自己被人类男性做各种事情，感到恶心。,"Map065.json,events,8,pages,5,list,30,parameters,0"
最好不要再想下去了。,"Map065.json,events,8,pages,5,list,31,parameters,0"
否,"Map065.json,events,8,pages,5,list,36,parameters,1"
少女,"Map065.json,events,8,pages,6,list,1,parameters,0"
「这里是魔物娘保护区的名义,"Map065.json,events,8,pages,6,list,2,parameters,0"
但是在这种情况下，可能会被废止。,"Map065.json,events,8,pages,6,list,3,parameters,0"
夜晚的店铺可能会增加……吧」,"Map065.json,events,8,pages,6,list,4,parameters,0"
\C[27]清彦,"Map065.json,events,8,pages,6,list,6,parameters,0"
「（……只有不安）」,"Map065.json,events,8,pages,6,list,7,parameters,0"
少女,"Map065.json,events,8,pages,7,list,1,parameters,0"
「这里是魔物娘保护区的名义,"Map065.json,events,8,pages,7,list,2,parameters,0"
但是在这种情况下，可能会被废止。,"Map065.json,events,8,pages,7,list,3,parameters,0"
夜晚的店铺可能会增加……吧」,"Map065.json,events,8,pages,7,list,4,parameters,0"
\C[27]清彦,"Map065.json,events,8,pages,7,list,6,parameters,0"
「（……只有不安）」,"Map065.json,events,8,pages,7,list,7,parameters,0"
清彦,"Map065.json,events,9,pages,0,list,2,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,9,pages,0,list,3,parameters,0"
好久没见了，看起来很健康）」,"Map065.json,events,9,pages,0,list,4,parameters,0"
\C[27]清彦,"Map065.json,events,9,pages,1,list,1,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,9,pages,1,list,2,parameters,0"
好久没见了，看起来很健康）」,"Map065.json,events,9,pages,1,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,9,pages,2,list,1,parameters,0"
「（猫魔物娘……。,"Map065.json,events,9,pages,2,list,2,parameters,0"
嗯？没有『魔物娘的气味』……？,"Map065.json,events,9,pages,2,list,3,parameters,0"
那个魔物娘到底是什么？）」,"Map065.json,events,9,pages,2,list,4,parameters,0"
\C[27]清彦,"Map065.json,events,9,pages,3,list,1,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,9,pages,3,list,2,parameters,0"
好久没见了，看起来很健康）」,"Map065.json,events,9,pages,3,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,9,pages,4,list,1,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,9,pages,4,list,2,parameters,0"
好久没见了）」,"Map065.json,events,9,pages,4,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,9,pages,4,list,6,parameters,0"
「（为什么呢，为什么会感到寒意……。,"Map065.json,events,9,pages,4,list,7,parameters,0"
仿佛要被猫吃掉一样……？）」,"Map065.json,events,9,pages,4,list,8,parameters,0"
\C[27]清彦,"Map065.json,events,9,pages,5,list,1,parameters,0"
「（猫魔物娘吗。,"Map065.json,events,9,pages,5,list,2,parameters,0"
她的尾巴看起来也很容易打理）」,"Map065.json,events,9,pages,5,list,3,parameters,0"
\C[27]清香,"Map065.json,events,9,pages,6,list,2,parameters,0"
「（那时候在的猫娘怎么不见了呢）」,"Map065.json,events,9,pages,6,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,9,pages,7,list,1,parameters,0"
「（猫魔物娘吗。,"Map065.json,events,9,pages,7,list,2,parameters,0"
说不定她以前是人类……,"Map065.json,events,9,pages,7,list,3,parameters,0"
哈哈。不可能的，对吧）」,"Map065.json,events,9,pages,7,list,4,parameters,0"
士兵,"Map065.json,events,10,name"
士兵,"Map065.json,events,10,pages,0,list,1,parameters,0"
清彦,"Map065.json,events,10,pages,0,list,4,parameters,0"
「（还能站着睡觉，真是灵巧的士兵）」,"Map065.json,events,10,pages,0,list,5,parameters,0"
士兵,"Map065.json,events,10,pages,1,list,1,parameters,0"
\C[27]清彦,"Map065.json,events,10,pages,1,list,4,parameters,0"
「（还能站着睡觉，真是灵巧的士兵）」,"Map065.json,events,10,pages,1,list,5,parameters,0"
士兵,"Map065.json,events,10,pages,2,list,1,parameters,0"
\C[27]清彦,"Map065.json,events,10,pages,2,list,4,parameters,0"
「（还能站着睡觉。,"Map065.json,events,10,pages,2,list,5,parameters,0"
血液循环不好，可能是睡眠不足）」,"Map065.json,events,10,pages,2,list,6,parameters,0"
士兵,"Map065.json,events,10,pages,3,list,1,parameters,0"
\C[27]清彦,"Map065.json,events,10,pages,3,list,4,parameters,0"
「（还能站着睡觉，真是灵巧的士兵）」,"Map065.json,events,10,pages,3,list,5,parameters,0"
士兵,"Map065.json,events,10,pages,4,list,1,parameters,0"
\C[27]清彦,"Map065.json,events,10,pages,4,list,4,parameters,0"
「（还能站着睡觉，真是灵巧的士兵）」,"Map065.json,events,10,pages,4,list,5,parameters,0"
士兵,"Map065.json,events,10,pages,5,list,1,parameters,0"
\C[27]清彦,"Map065.json,events,10,pages,5,list,4,parameters,0"
「（还能站着睡觉，真是灵巧的士兵）」,"Map065.json,events,10,pages,5,list,5,parameters,0"
士兵,"Map065.json,events,10,pages,6,list,2,parameters,0"
\C[27]清香,"Map065.json,events,10,pages,6,list,5,parameters,0"
「（还能站着睡觉……,"Map065.json,events,10,pages,6,list,6,parameters,0"
妈妈也能做到这样吗……）」,"Map065.json,events,10,pages,6,list,7,parameters,0"
士兵,"Map065.json,events,10,pages,7,list,2,parameters,0"
\C[27]清彦,"Map065.json,events,10,pages,7,list,5,parameters,0"
「（还能站着睡觉……。,"Map065.json,events,10,pages,7,list,6,parameters,0"
虽然在旁边扇翅膀，但看起来不会醒）」,"Map065.json,events,10,pages,7,list,7,parameters,0"
士兵,"Map065.json,events,10,pages,8,list,1,parameters,0"
「嗯……♡嗯啊……♡Zzz……」,"Map065.json,events,10,pages,8,list,2,parameters,0"
\C[27]清彦,"Map065.json,events,10,pages,8,list,4,parameters,0"
「（虽然在睡觉，但偶尔会颤抖。,"Map065.json,events,10,pages,8,list,5,parameters,0"
到底在做什么梦呢……？）」,"Map065.json,events,10,pages,8,list,6,parameters,0"
士兵,"Map065.json,events,10,pages,9,list,1,parameters,0"
「嗯……♡嗯啊……♡Zzz……」,"Map065.json,events,10,pages,9,list,2,parameters,0"
\C[27]清彦,"Map065.json,events,10,pages,9,list,4,parameters,0"
「（虽然在睡觉，但偶尔会颤抖。,"Map065.json,events,10,pages,9,list,5,parameters,0"
到底在做什么梦呢……？）」,"Map065.json,events,10,pages,9,list,6,parameters,0"
清彦,"Map065.json,events,11,pages,0,list,2,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,11,pages,0,list,3,parameters,0"
好久没见了，看起来很健康）」,"Map065.json,events,11,pages,0,list,4,parameters,0"
\C[27]清彦,"Map065.json,events,11,pages,1,list,1,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,11,pages,1,list,2,parameters,0"
好久没见了，看起来很健康）」,"Map065.json,events,11,pages,1,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,11,pages,2,list,1,parameters,0"
「（猫魔物娘……。,"Map065.json,events,11,pages,2,list,2,parameters,0"
嗯？没有『魔物娘的气味』……？,"Map065.json,events,11,pages,2,list,3,parameters,0"
那个魔物娘到底是什么？）」,"Map065.json,events,11,pages,2,list,4,parameters,0"
\C[27]清彦,"Map065.json,events,11,pages,3,list,1,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,11,pages,3,list,2,parameters,0"
好久没见了，看起来很健康）」,"Map065.json,events,11,pages,3,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,11,pages,4,list,1,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,11,pages,4,list,2,parameters,0"
好久没见了）」,"Map065.json,events,11,pages,4,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,11,pages,4,list,6,parameters,0"
「（为什么呢，为什么会感到寒意……。,"Map065.json,events,11,pages,4,list,7,parameters,0"
仿佛要被猫吃掉一样……？）」,"Map065.json,events,11,pages,4,list,8,parameters,0"
\C[27]清彦,"Map065.json,events,11,pages,5,list,1,parameters,0"
「（猫魔物娘吗。,"Map065.json,events,11,pages,5,list,2,parameters,0"
她的尾巴看起来也很容易打理）」,"Map065.json,events,11,pages,5,list,3,parameters,0"
\C[27]清香,"Map065.json,events,11,pages,6,list,2,parameters,0"
「（那时候在的猫娘怎么不见了呢）」,"Map065.json,events,11,pages,6,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,11,pages,7,list,1,parameters,0"
「（猫魔物娘吗。,"Map065.json,events,11,pages,7,list,2,parameters,0"
说不定她以前是人类……,"Map065.json,events,11,pages,7,list,3,parameters,0"
哈哈。不可能的，对吧）」,"Map065.json,events,11,pages,7,list,4,parameters,0"
不要吓到魔物娘。,"Map065.json,events,12,pages,0,list,1,parameters,0"
不要吓到魔物娘。,"Map065.json,events,12,pages,1,list,1,parameters,0"
\C[27]清香,"Map065.json,events,12,pages,1,list,6,parameters,0"
「不要……吓到魔物娘？」,"Map065.json,events,12,pages,1,list,7,parameters,0"
完全看不懂。,"Map065.json,events,12,pages,1,list,10,parameters,0"
不知道要『不要』什么，意思不明。,"Map065.json,events,12,pages,1,list,11,parameters,0"
\C[27]清香,"Map065.json,events,12,pages,1,list,13,parameters,0"
「完全看不懂啊……」,"Map065.json,events,12,pages,1,list,14,parameters,0"
无法读懂汉字。,"Map065.json,events,12,pages,1,list,19,parameters,0"
只能读平假名。,"Map065.json,events,12,pages,1,list,20,parameters,0"
\C[27]清香,"Map065.json,events,12,pages,1,list,22,parameters,0"
「完全看不懂啊……。,"Map065.json,events,12,pages,1,list,23,parameters,0"
唔唔，有点沮丧」,"Map065.json,events,12,pages,1,list,24,parameters,0"
重新学习汉字，重新学习功课。,"Map065.json,events,12,pages,1,list,26,parameters,0"
这个现实正袭击着她。,"Map065.json,events,12,pages,1,list,27,parameters,0"
不要吓到魔物娘。,"Map065.json,events,12,pages,2,list,1,parameters,0"
\C[27]清彦,"Map065.json,events,12,pages,2,list,3,parameters,0"
「那个魔物娘也包括我在内吗……。,"Map065.json,events,12,pages,2,list,4,parameters,0"
到底为什么会变成这样」,"Map065.json,events,12,pages,2,list,5,parameters,0"
不要吓到魔物娘。,"Map065.json,events,12,pages,3,list,1,parameters,0"
\C[27]清彦,"Map065.json,events,12,pages,3,list,3,parameters,0"
「那个魔物娘也包括我在内吗……。,"Map065.json,events,12,pages,3,list,4,parameters,0"
到底为什么会变成这样」,"Map065.json,events,12,pages,3,list,5,parameters,0"
清彦,"Map065.json,events,13,pages,0,list,2,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,13,pages,0,list,3,parameters,0"
好久没见了，看起来很健康）」,"Map065.json,events,13,pages,0,list,4,parameters,0"
\C[27]清彦,"Map065.json,events,13,pages,1,list,1,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,13,pages,1,list,2,parameters,0"
好久没见了，看起来很健康）」,"Map065.json,events,13,pages,1,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,13,pages,2,list,1,parameters,0"
「（猫魔物娘……。,"Map065.json,events,13,pages,2,list,2,parameters,0"
嗯？没有『魔物娘的气味』……？,"Map065.json,events,13,pages,2,list,3,parameters,0"
那个魔物娘到底是什么？）」,"Map065.json,events,13,pages,2,list,4,parameters,0"
\C[27]清彦,"Map065.json,events,13,pages,3,list,1,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,13,pages,3,list,2,parameters,0"
好久没见了，看起来很健康）」,"Map065.json,events,13,pages,3,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,13,pages,4,list,1,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,13,pages,4,list,2,parameters,0"
好久没见了）」,"Map065.json,events,13,pages,4,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,13,pages,4,list,6,parameters,0"
「（为什么呢，为什么会感到寒意……。,"Map065.json,events,13,pages,4,list,7,parameters,0"
仿佛要被猫吃掉一样……？）」,"Map065.json,events,13,pages,4,list,8,parameters,0"
\C[27]清彦,"Map065.json,events,13,pages,5,list,1,parameters,0"
「（猫魔物娘吗。,"Map065.json,events,13,pages,5,list,2,parameters,0"
她的尾巴看起来也很容易打理）」,"Map065.json,events,13,pages,5,list,3,parameters,0"
\C[27]清香,"Map065.json,events,13,pages,6,list,2,parameters,0"
「（那时候在的猫娘怎么不见了呢）」,"Map065.json,events,13,pages,6,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,13,pages,7,list,1,parameters,0"
「（猫魔物娘吗。,"Map065.json,events,13,pages,7,list,2,parameters,0"
说不定她以前是人类……,"Map065.json,events,13,pages,7,list,3,parameters,0"
哈哈。不可能的，对吧）」,"Map065.json,events,13,pages,7,list,4,parameters,0"
清彦,"Map065.json,events,14,pages,0,list,2,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,14,pages,0,list,3,parameters,0"
好久没见了，看起来很健康）」,"Map065.json,events,14,pages,0,list,4,parameters,0"
\C[27]清彦,"Map065.json,events,14,pages,1,list,1,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,14,pages,1,list,2,parameters,0"
好久没见了，看起来很健康）」,"Map065.json,events,14,pages,1,list,3,parameters,0"
\C[27]清彦,"Map065.json,events,14,pages,2,list,1,parameters,0"
「（猫魔物娘……。,"Map065.json,events,14,pages,2,list,2,parameters,0"
嗯？没有『魔物娘的气味』……？,"Map065.json,events,14,pages,2,list,3,parameters,0"
那个魔物娘到底是什么？）」,"Map065.json,events,14,pages,2,list,4,parameters,0"
\C[27]清彦,"Map065.json,events,14,pages,3,list,1,parameters,0"
「（猫魔物娘……吗。,"Map065.json,events,14,pages,3,list,2,parameters,0"
